hsn_code,description
03027,"TILAPIAS (OREOCHROMIS SPP.), CATFISH (PANGASIUS SPP., SILURUS SPP., CLARIAS SPP., ICTALURUS SPP.), CARP (CYPRINUS CARPIO, CARASSIUS CARASSIUS, CTENOPHARYNGODON IDELLUS, HYPOPHTHALMICHTHYS SPP., CIRRHINUS SPP., MYLOPHARYNGODON PICEUS), EELS (ANGUILLA SPP.), NILE PERCH (LATES NILOTICUS) AND SNAKEHEADS (CHANNA SPP.) (EXCLUDING LIVERS AND ROES)"
030271,TILAPIAS (OREOCHROMIS SPP.)
03027100,TILAPIAS (OREOCHROMIS SPP.)
030272,"CATFISH (PANGASIUS SPP., SILURUS SPP., CLARIAS SPP., ICTALURUS SPP.)"
03027200,"CATFISH (PANGASIUS SPP., SILURUS SPP., CLARIAS SPP., ICTALURUS SPP.)"
030273,"CARP (CYPRINUS CARPIO, CARASSIUS CARASSIUS, CTENOPHARYNGODON IDELLUS, HYPOPHTHALMICHTHYS SPP., CIRRHINUS SPP., MYLOPHARYNGODON PICEUS)"
03027300,"CARP (CYPRINUS SPP., CARASSIUS SPP., CTENOPHARYNGODON IDELLUS, HYPOPHTHALMICHTHYS SPP., CIRRHINUS SPP., MYLOPHARYNGODON PICEUS, CATLA CATLA, LABEO SPP., OSTEOCHILUS HASSELTI, LEPTOBARBUS HOEVENI, MEGALOBRAMA SPP.)"
030274,EELS (ANGUILLA SPP.)
03027410,FRESHWATER
03027490,OTHER – EELS (ANGUILLA SPP.)
030279,"OTHER – FISH, FRESH OR CHILLED (EXCLUDING FISH FILLETS AND OTHER FISH MEAT OF HEADING 03.04)"
03027910,FRESHWATER
03027990,"OTHER – FISH, FRESH OR CHILLED (EXCLUDING FISH FILLETS AND OTHER FISH MEAT OF HEADING 03.04)"
03028,OTHER FISH (EXCLUDING LIVERS AND ROES)
030281,DOGFISH AND OTHER SHARKS
03028100,DOGFISH AND OTHER SHARKS
030282,RAYS AND SKATES (RAJIDAE)
03028200,RAYS AND SKATES (RAJIDAE)
030283,TOOTHFISH (DISSOSTICHUS SPP.)
03028300,TOOTHFISH (DISSOSTICHUS SPP.)
030284,SEABASS (DICENTRARCHUS SPP.)
03028400,SEABASS (DICENTRARCHUS SPP.)
030285,SEABREAM (SPARIDAE)
03028500,SEABREAM (SPARIDAE)
030289,"OTHER – FISH, FRESH OR CHILLED (EXCLUDING FISH FILLETS AND OTHER FISH MEAT OF HEADING 03.04)"
03028910,FRESHWATER
03028990,"OTHER – FISH, FRESH OR CHILLED (EXCLUDING FISH FILLETS AND OTHER FISH MEAT OF HEADING 03.04)"
030291,"LIVERS, ROES AND MILT"
03029110,"OF FRESHWATER FISH – LIVERS, ROES AND MILT"
03029190,"OF OTHER FISH – LIVERS, ROES AND MILT"
030292,SHARK FINS
03029200,SHARK FINS
030299,"OTHER – FISH, FRESH OR CHILLED (EXCLUDING FISH FILLETS AND OTHER FISH MEAT OF HEADING 03.04)"
03029900,"OTHER – FISH, FRESH OR CHILLED (EXCLUDING FISH FILLETS AND OTHER FISH MEAT OF HEADING 03.04)"
0303,"FISH, FROZEN (EXCLUDING FISH FILLETS AND OTHER FISH MEAT OF HEADING 03.04)"
03031,SALMONIDAE (EXCLUDING LIVERS AND ROES)
030311,SOCKEYE SALMON (RED SALMON) (ONCORHYNCHUS NERKA)
03031100,SOCKEYE SALMON (RED SALMON) (ONCORHYNCHUS NERKA)
030312,"OTHER PACIFIC SALMON (ONCORHYNCHUS GORBUSCHA, ONCORHYNCHUS KETA, ONCORHYNCHUS TSCHAWYTSCHA, ONCORHYNCHUS KISUTCH, ONCORHYNCHUS MASOU AND ONCORHYNCHUS RHODURUS)"
03031200,"OTHER PACIFIC SALMON (ONCORHYNCHUS GORBUSCHA, ONCORHYNCHUS KETA, ONCORHYNCHUS TSCHAWYTSCHA, ONCORHYNCHUS KISUTCH, ONCORHYNCHUS MASOU AND ONCORHYNCHUS RHODUS)"
030313,ATLANTIC SALMON (SALMO SALAR) AND DANUBE SALMON (HUCHO HUCHO)
03031310,FRESHWATER
03031390,OTHER – ATLANTIC SALMON (SALMO SALAR) AND DANUBE SALMON (HUCHO HUCHO)
030314,"TROUT (SALMO TRUTTA, ONCORHYNCHUS MYKISS, ONCORHYNCHUS CLARKI, ONCORHYNCHUS AGUABONITA, ONCORHYNCHUS GILAE, ONCORHYNCHUS APACHE AND ONCORHYNCHUS CHRYSOGASTER)"
03031410,FRESHWATER
03031490,"OTHER – TROUT (SALMO TRUTTA, ONCORHYNCHUS MYKISS, ONCORHYNCHUS CLARKI, ONCORHYNCHUS AGUABONITA, ONCORHYNCHUS GILAE, ONCORHYNCHUS APACHE AND ONCORHYNCHUS CHRYSOGASTER)"
030319,"OTHER – FISH, FROZEN (EXCLUDING FISH FILLETS AND OTHER FISH MEAT OF HEADING 03.04)"
03031910,FRESHWATER
03031990,"OTHER – FISH, FROZEN (EXCLUDING FISH FILLETS AND OTHER FISH MEAT OF HEADING 03.04)"
03032,"TILAPIAS (OREOCHROMIS SPP.), CATFISH (PANGASIUS SPP., SILURUS SPP., CLARIAS SPP., ICTALURUS SPP.), CARP (CYPRINUS CARPIO, CARASSIUS CARASSIUS, CTENOPHARYNGODON IDELLUS, HYPOPHTHALMICHTHYS SPP., CIRRHINUS SPP., MYLOPHARYNGODON PICEUS), EELS (ANGUILLA SPP.), NILE PERCH (LATES NILOTICUS) AND SNAKEHEADS (CHANNA SPP.) (EXCLUDING LIVERS AND ROES)"
030323,TILAPIAS (OREOCHROMIS SPP.)
03032300,TILAPIAS (OREOCHROMIS SPP.)
030324,"CATFISH (PANGASIUS SPP., SILURUS SPP., CLARIAS SPP., ICTALURUS SPP.)"
03032400,"CATFISH (PANGASIUS SPP., SILURUS SPP., CLARIAS SPP., ICTALURUS SPP.)"
030325,"CARP (CYPRINUS CARPIO, CARASSIUS CARASSIUS, CTENOPHARYNGODON IDELLUS, HYPOPHTHALMICHTHYS SPP., CIRRHINUS SPP., MYLOPHARYNGODON PICEUS)"
03032500,"CARP (CYPRINUS SPP., CARASSIUS SPP., CTENOPHARYNGODON IDELLUS, HYPOPHTHALMICHTHYS SPP., CIRRHINUS SPP., MYLOPHARYNGODON PICEUS, CATLA CATLA, LABEO SPP., OSTEOCHILUS HASSELTI, LEPTOBARBUS HOEVENI, MEGALOBRAMA SPP.)"
030326,EELS (ANGUILLA SPP.)
03032610,FRESHWATER
03032690,OTHER – EELS (ANGUILLA SPP.)
030329,"OTHER – FISH, FROZEN (EXCLUDING FISH FILLETS AND OTHER FISH MEAT OF HEADING 03.04)"
03032910,FRESHWATER
03032990,"OTHER – FISH, FROZEN (EXCLUDING FISH FILLETS AND OTHER FISH MEAT OF HEADING 03.04)"
03033,"FLAT FISH (PLEURONECTIDAE, BOTHIDAE, CYNOGLOSSIDAE, SOLEIDAE, SCOPHTHALMIDAE AND CITHARIDAE) (EXCLUDING LIVERS AND ROES)"
030331,"HALIBUT (REINHARDTIUS HIPPOGLOSSOIDES, HIPPOGLOSSUS HIPPOGLOSSUS, HIPPOGLOSSUS STENOLEPIS)"
03033100,"HALIBUT ( REINHARDTIUS HIPPOGLOSSOIDES, HIPPOGLOSSUS HIPPOGLOSSUS, HIPPOGLOSSUS STENOLEPIS)"
030332,PLAICE (PLEURONECTES PLATESSA)
03033200,PLAICE (PLEURONECTES PLATESSA)
030333,SOLE (SOLEA SPP.)
03033300,SOLE (SOLEA SPP.)
030334,TURBOTS (PSETTA MAXIMA)
03033400,TURBOTS (PSETTA MAXIMA)
030339,"OTHER – FISH, FROZEN (EXCLUDING FISH FILLETS AND OTHER FISH MEAT OF HEADING 03.04)"
03033910,FRESHWATER
03033990,"OTHER – FISH, FROZEN (EXCLUDING FISH FILLETS AND OTHER FISH MEAT OF HEADING 03.04)"
03034,"TUNAS (OF THE GENUS THUNNUS), SKIPJACK TUNA (STRIPE-BELLIED BONITO) (KATSUWONUS PELAMIS), EXCLUDING EDIBLE FISH OFFAL OF SUBHEADINGS 0303.91 TO 0303.99"
030341,ALBACORE OR LONGFINNED TUNAS (THUNNUS ALALUNGA)
03034100,ALBACORE OR LONGFINNED TUNAS (THUNNUS ALALUNGA)
030342,YELLOWFIN TUNAS (THUNNUS ALBACARES)
03034200,YELLOWFIN TUNAS (THUNNUS ALBACARES)
030343,SKIPJACK TUNA (STRIPEBELLIED BONITO) (KATSUWONUS PELAMIS)
03034300,SKIPJACK TUNA (STRIPE-BELLIED BONITO) (KATSUWONUS PELAMIS)
030344,BIGEYE TUNAS (THUNNUS OBESUS)
03034400,BIGEYE TUNAS ( THUNNUS OBESUS )
030345,"ATLANTIC AND PACIFIC BLUEFIN TUNAS (THUNNUS THYNNUS, THUNNUS ORIENTALIS)"
03034500,"ATLANTIC AND PACIFIC BLUEFIN TUNAS ( THUNNUS THYNNUS, THUNNUS ORIENTALIS)"
030346,SOUTHERN BLUEFIN TUNAS (THUNNUS MACCOYII)
03034600,SOUTHERN BLUEFIN TUNAS ( THUNNUS MACCOYII )
030349,"OTHER – FISH, FROZEN (EXCLUDING FISH FILLETS AND OTHER FISH MEAT OF HEADING 03.04)"
03034900,"OTHER – FISH, FROZEN (EXCLUDING FISH FILLETS AND OTHER FISH MEAT OF HEADING 03.04)"
03035,"HERRINGS (CLUPEA HARENGUS, CLUPEA PALLASII), SARDINES (SARDINA PILCHARDUS, SARINOPS SPP.), SARDINELLA (SARDINELLA SPP.), BRISLING OR SPRATS (SPRATTUS SPRATTUS), MACKEREL (SCOMBER SCOMBRUS, SCOMBER AUSTRALASICUS, SCOMBER JAPONICUS), JACK AND HORSE MACKEREL (TRACHURUS SPP.), COBIA (RACHYCENTRON CANADUM) AND SWORDFISH (XIPHIAS GLADIUS) (EXCLUDING LIVERS AND ROES)"
030351,"HERRINGS (CLUPEA HARENGUS, CLUPEA PALLASII)"
03035100,"HERRINGS (CLUPEA HARENGUS, CLUPEA PALLASII)"
030353,"SARDINES (SARDINA PILCHARDUS, SARDINOPS SPP.), SARDINELLA (SARDINELLA SPP.), BRISLING OR SPRATS (SPRATTUS SPRATTUS)"
03035310,FRESHWATER
03035390,"OTHER – SARDINES (SARDINA PILCHARDUS, SARDINOPS SPP.), SARDINELLA (SARDINELLA SPP.), BRISLING OR SPRATS (SPRATTUS SPRATTUS)"
030354,"MACKEREL (SCOMBER SCOMBRUS, SCOMBER AUSTRALASICUS, SCOMBER JAPONICUS)"
03035400,"MACKEREL (SCOMBER SCOMBRUS, SCOMBER AUSTRALASICUS, SCOMBER JAPONICUS)"
030355,JACK AND HORSE MACKEREL (TRACHURUS SPP.)
03035500,JACK AND HORSE MACKEREL (TRACHURUS SPP.)
030356,COBIA (RACHYCENTRON CANADUM)
03035600,COBIA (RACHYCENTRON CANADUM)
030357,SWORDFISH (XIPHIAS GLADIUS)
03035700,SWORDISH (XIPHIAS GLADIUS)
030359,"OTHER – FISH, FROZEN (EXCLUDING FISH FILLETS AND OTHER FISH MEAT OF HEADING 03.04)"
03035900,"OTHER – FISH, FROZEN (EXCLUDING FISH FILLETS AND OTHER FISH MEAT OF HEADING 03.04)"
03036,"FISH OF THE FAMILIES BREGMACEROTIDAE, EUCLICHTHYIDAE, GADIDAE, MACROURIDAE, MELANONIDAE, MERLUCCIIDAE, MORIDAE AND MURAENOLEPIDIDAE, (EXCLUDING LIVERS AND ROES)"
030363,"COD (GADUS MORHUA, GADUS OGAC, GADUS MACROCEPHALUS)"
03036300,"COD (GADUS MORHUA, GADUS OGAC, GADUS MACROCEPHALUS)"
030364,HADDOCK (MELANOGRAMMUS AEGLEFINUS)
03036400,HADDOCK (MELANOGRAMMUS AEGLEFINUS)
030365,COALFISH (POLLACHIUS VIRENS)
03036500,COALFISH (POLLACHIUS VIRENS)
030366,"HAKE (MERLUCCIUS SPP., UROPHYCIS SPP.)"
03036600,"HAKE ( MERLUCCIUS SPP., UROPHYCIS SPP.)"
030367,ALASKA POLLOCK (THERAGRA CHALCOGRAMMA)
03036700,ALASKA POLLOCK (THERAGRA CHALCOGRAMMA)
030368,"BLUE WHITINGS (MICROMESISTIUS POUTASSOU, MICROMESISTIUS AUSTRALIS)"
03036800,"BLUE WHITINGS (MICROMESISTIUS POUTASSOU, MICROMESISTIUS AUSTRALIS)"
030369,"OTHER – FISH, FROZEN (EXCLUDING FISH FILLETS AND OTHER FISH MEAT OF HEADING 03.04)"
03036910,FRESHWATER
03036990,"OTHER – FISH, FROZEN (EXCLUDING FISH FILLETS AND OTHER FISH MEAT OF HEADING 03.04)"
03038,OTHER FISH (EXCLUDING LIVERS AND ROES)
030381,DOGFISH AND OTHER SHARKS
03038100,DOGFISH AND OTHER SHARKS
030382,RAYS AND SKATES (RAJIDAE)
03038200,RAYS AND SKATES (RAJIDAE)
030383,TOOTHFISH (DISSOSTICHUS SPP.)
03038300,TOOTHFISH (DISSOSTICHUS SPP.)
030384,SEABASS (DICENTRARCHUS SPP.)
03038400,SEABASS (DICENTRARCHUS SPP.)
030389,"OTHER – FISH, FROZEN (EXCLUDING FISH FILLETS AND OTHER FISH MEAT OF HEADING 03.04)"
03038910,FRESHWATER
03038990,"OTHER – FISH, FROZEN (EXCLUDING FISH FILLETS AND OTHER FISH MEAT OF HEADING 03.04)"
030391,"LIVERS, ROES AND MILT"
03039110,"OF FRESHWATER FISH – LIVERS, ROES AND MILT"
03039190,"OF OTHER FISH – LIVERS, ROES AND MILT"
030392,SHARK FINS
03039200,SHARK FINS
030399,"OTHER – FISH, FROZEN (EXCLUDING FISH FILLETS AND OTHER FISH MEAT OF HEADING 03.04)"
03039900,"OTHER – FISH, FROZEN (EXCLUDING FISH FILLETS AND OTHER FISH MEAT OF HEADING 03.04)"
0304,"FISH FILLETS AND OTHER FISH MEAT (WHETHER OR NOT MINCED), FRESH, CHILLED OR FROZEN"
03043,"FRESH OR CHILLED FILLETS OF TILAPIAS (OREOCHROMIS SPP.), CATFISH (PANGASIUS SPP., SILURUS SPP., CLARIAS SPP., ICTALURUS SPP.), CARP (CYPRINUS CARPIO, CARASSIUS CARASSIUS, CTENOPHARYNGODON IDELLUS, HYPOPHTHALMICHTHYS SPP., CIRRHINUS SPP., MYLOPHARYNGODON PICEUS), EELS (ANGUILLA SPP.), NILE PERCH (LATES NILOTICUS) AND SNAKEHEADS (CHANNA SPP.)"
030431,TILAPIAS (OREOCHROMIS SPP.)
03043100,TILAPIAS (OREOCHROMIS SPP.)
030432,"CATFISH (PANGASIUS SPP., SILURUS SPP., CLARIAS SPP., ICTALURUS SPP.)"
03043200,"CATFISH (PANGASIUS SPP., SILURUS SPP., CLARIAS SPP., ICTALURUS SPP.)"
030433,NILE PERCH (LATES NILOTICUS)
03043300,NILE PERCH (LATES NILOTICUS)
030439,"OTHER – FISH FILLETS AND OTHER FISH MEAT (WHETHER OR NOT MINCED), FRESH, CHILLED OR FROZEN"
03043900,"OTHER – FISH FILLETS AND OTHER FISH MEAT (WHETHER OR NOT MINCED), FRESH, CHILLED OR FROZEN"
03044,FRESH OR CHILLED FILLETS OF OTHER FISH
030441,"PACIFIC SALMON (ONCORHYNCHUS NERKA, ONCORHYNCHUS GORBUSCHA, ONCORHYNCHUS KETA, ONCORHYNCHUS TSCHAWYTSCHA, ONCORHYNCHUS KISUTCH, ONCORHYNCHUS MASOU AND ONCORHYNCHUS RHODURUS), ATLANTIC SALMON (SALMO SALAR) AND DANUBE SALMON (HUCHO HUCHO)"
03044100,"PACIFIC SALMON (ONCORHYNCHUS NERKA, ONCORHYNCHUS GORBUSCHA, ONCORHYNCHUS KETA, ONCORHYNCHUS TSCHAWYTSCHA, ONCORHYNCHUS KISUTCH, ONCORHYNCHUS MASOU AND ONCORHYNCHUS RHODURUS), ATLANTIC SALMON (SALMO SALAR)AND DANUBE SALMON (HUCHOHUCHO)"
030442,"TROUT (SALMO TRUTTA, ONCORHYNCHUS MYKISS, ONCORHYNCHUS CLARKI, ONCORHYNCHUS AGUABONITA, ONCORHYNCHUS GILAE, ONCORHYNCHUS APACHE AND ONCORHYNCHUS CHRYSOGASTER)"
03044200,"TROUT (SALMO TRUTTA, ONCORHYNCHUS MYKISS, ONCORHYNCHUS CLARKI, ONCORHYNCHUS, AGUABONITA, ONCORHYNCHUS GILAE, ONCORHYNCHUS APACHE AND ONCORHYNCHUS CHRYSOGASTER)"
030443,"FLAT FISH (PLEURONECTIDAE, BOTHIDAE, CYNOGLOSSIDAE, SOLEIDAE, SCOPHTHALMIDAE AND CITHARIDAE)"
03044300,"FLAT FISH (PLEURONECTIDE, BOTHIDAE, CYNOGLOSSIDAE, SOLEIDAE, SCOPTHTHALMIDAE AND CITHARIDAE)"
030444,"FISH OF THE FAMILIES BREGMACEROTIDAE, EUCLICHTHYIDAE, GADIDAE, MACROURIDAE, MELANONIDAE, MERLUCCIIDAE, MORIDAE AND MURAENOLEPIDIDAE"
03044400,"FISH OF THE FAMILIES BREGMACEROTIDE, EUCLICHTHYIDAE, GADIDAE, MACROURIDAE, MELANONIDAE, MERLUCCIIDAE, MORIDAE AND MURAENOLEPIDIDAE"
030445,SWORDFISH (XIPHIAS GLADIUS)
03044500,SWORDFISH (XIPHIAS GLADIUS)
030446,TOOTHFISH (DISSOSTICHUS SPP.)
03044600,TOOTHFISH (DISSOSTICHUS SPP.)
030447,DOGFISH AND OTHER SHARKS
03044700,DOGFISH AND OTHER SHARKS
030448,RAYS AND SKATES (RAJIDAE)
03044800,RAYS AND SKATES (RAJIDAE)
030449,"OTHER – FISH FILLETS AND OTHER FISH MEAT (WHETHER OR NOT MINCED), FRESH, CHILLED OR FROZEN"
03044900,"OTHER – FISH FILLETS AND OTHER FISH MEAT (WHETHER OR NOT MINCED), FRESH, CHILLED OR FROZEN"
03045,"OTHER, FRESH OR CHILLED"
030451,"TILAPIAS (OREOCHROMIS SPP.), CATFISH (PANGASIUS SPP., SILURUS SPP., CLARIAS SPP., ICTALURUS SPP.), CARP (CYPRINUS CARPIO, CARASSIUS CARASSIUS, CTENOPHARYNGODON IDELLUS, HYPOPHTHALMICHTHYS SPP., CIRRHINUS SPP., MYLOPHARYNGODON PICEUS), EELS (ANGUILLA SPP.), NILE PERCH (LATES NILOTICUS) AND SNAKEHEADS (CHANNA SPP.)"
03045100,"TILAPIAS (OREOCHROMIS SPP.), CATFISH (PANGASIUS SPP., SILURUS SPP., CLARIAS SPP.,ICTALURUS SPP.), CARP (CYPRINUS SPP., CARASSIUS SPP., CTENOPHARYNGODON IDELLUS, HYPOPHTHALMICHTHYS SPP., CIRRHINUS SPP., MYLOPHARYNGODON PICEUS,CATLA CATLA, LABEO SPP., OSTEOCHILUS HASSELTI, LEPTOBARBUS"
030452,SALMONIDAE
03045200,SALMONIDAE
030453,"FISH OF THE FAMILIES BREGMACEROTIDAE, EUCLICHTHYIDAE, GADIDAE, MACROURIDAE, MELANONIDAE, MERLUCCIIDAE, MORIDAE AND MURAENOLEPIDIDAE"
03045300,"FISH OF THE FAMILIES BREGMACEROTIDE, EUCLICHTHYIDAE, GADIDAE, MACROURIDAE, MELANONIDAE, MERLUCCIIDAE, MORIDAE AND MURAENOLEPIDIDAE"
030454,SWORDFISH (XIPHIAS GLADIUS)
03045400,SWORDFISH (XIPHIAS GLADIUS)
030455,TOOTHFISH (DISSOSTICHUS SPP.)
03045500,TOOTHFISH (DISSOSTICHUS SPP.)
030456,DOGFISH AND OTHER SHARKS
03045600,DOGFISH AND OTHER SHARKS
030457,RAYS AND SKATES (RAJIDAE)
03045700,RAYS AND SKATES (RAJIDAE)
030459,"OTHER – FISH FILLETS AND OTHER FISH MEAT (WHETHER OR NOT MINCED), FRESH, CHILLED OR FROZEN"
03045900,"OTHER – FISH FILLETS AND OTHER FISH MEAT (WHETHER OR NOT MINCED), FRESH, CHILLED OR FROZEN"
03046,"FROZEN FILLETS OF TILAPIAS (OREOCHROMIS SPP.), CATFISH (PANGASIUS SPP., SILURUS SPP., CLARIAS SPP., ICTALURUS SPP.), CARP (CYPRINUS CARPIO, CARASSIUS CARASSIUS, CTENOPHARYNGODON IDELLUS, HYPOPHTHALMICHTHYS SPP., CIRRHINUS SPP., MYLOPHARYNGODON PICEUS), EELS (ANGUILLA SPP.), NILE PERCH (LATES NILOTICUS) AND SNAKEHEADS (CHANNA SPP.)"
030461,TILAPIAS (OREOCHROMIS SPP.)
03046100,TILAPIAS (OREOCHROMIS SPP.)
030462,"CATFISH (PANGASIUS SPP., SILURUS SPP., CLARIAS SPP., ICTALURUS SPP.)"
03046200,"CATFISH (PANGASIUS SPP., SILURUS SPP., CLARIAS SPP., ICTALURUS SPP.)"
030463,NILE PERCH (LATES NILOTICUS)
03046300,NILE PERCH (LATES NILOTICUS)
030469,"OTHER – FISH FILLETS AND OTHER FISH MEAT (WHETHER OR NOT MINCED), FRESH, CHILLED OR FROZEN"
03046900,"OTHER – FISH FILLETS AND OTHER FISH MEAT (WHETHER OR NOT MINCED), FRESH, CHILLED OR FROZEN"
03047,"FROZEN FILLETS OF FISH OF THE FAMILIES BREGMACEROTIDAE, EUCLICHTHYIDAE, GADIDAE, MACROURIDAE, MELANONIDAE, MERLUCCIIDAE, MORIDAE AND MURAENOLEPIDIDAE"
030471,"COD (GADUS MORHUA, GADUS OGAC, GADUS MACROCEPHALUS)"
03047100,"COD (GADUS MORHUA, GADUS OGAC, GADUS MACROCEPHALUS)"
030472,HADDOCK (MELANOGRAMMUS AEGLEFINUS)
03047200,HADDOCK ( MELANOGRAMMUS AEGLEFINUS)
030473,COALFISH (POLLACHIUS VIRENS):
03047300,COALFISH (POLLACHIUS VIRENS)
030474,"HAKE (MERLUCCIUS SPP., UROPHYCIS SPP.)"
03047400,"HAKE ( MERLUCCIUS SPP., UROPHYCIS SPP.)"
030475,ALASKA POLLOCK (THERAGRA CHALCOGRAMMA)
03047500,ALASKA POLLOCK (THERAGRA CHALCOGRAMMA)
030479,"OTHER – FISH FILLETS AND OTHER FISH MEAT (WHETHER OR NOT MINCED), FRESH, CHILLED OR FROZEN"
03047900,"OTHER – FISH FILLETS AND OTHER FISH MEAT (WHETHER OR NOT MINCED), FRESH, CHILLED OR FROZEN"
03048,FROZEN FILLETS OF OTHER FISH
030481,"PACIFIC SALMON (ONCORHYNCHUS NERKA, ONCORHYNCHUS GORBUSCHA, ONCORHYNCHUS KETA, ONCORHYNCHUS TSCHAWYTSCHA, ONCORHYNCHUS KISUTCH, ONCORHYNCHUS MASOU AND ONCORHYNCHUS RHODURUS), ATLANTIC SALMON (SALMO SALAR) AND DANUBE SALMON (HUCHO HUCHO)"
03048100,"PACIFIC SALMON (ONCORHYNCHUS NERKA, ONCORHYNCHUS GORBUSCHA, ONCORHYNCHUS KETA, ONCORHYNCHUS TSCHAWYTSCHA, ONCORHYNCHUS KISUTCH, ONCORHYNCHUS MASOU AND ONCORHYNCHUS RHODURUS), ATLANTIC SALMON (SALMO SALAR) AND DANUBE SALMON (HUCHOHUCHO)"
030482,"TROUT (SALMO TRUTTA, ONCORHYNCHUS MYKISS, ONCORHYNCHUS CLARKI, ONCORHYNCHUS AGUABONITA, ONCORHYNCHUS GILAE, ONCORHYNCHUS APACHE AND ONCORHYNCHUS CHRYSOGASTER)"
03048200,"TROUT (SALMO TRUTTA, ONCORHYNCHUS MYKISS, ONCORHYNCHUS CLARKI, ONCORHYNCHUS , AGUABONITA, ONCORHYNCHUS GILAE, ONCORHYNCHUS APACHE AND ONCORHYNCHUS CHRYSOGASTER)"
030483,"FLAT FISH (PLEURONECTIDAE, BOTHIDAE, CYNOGLOSSIDAE, SOLEIDAE, SCOPHTHALMIDAE AND CITHARIDAE)"
03048300,"FLAT FISH (PLEURONECTIDAE, BOTHIDAE, CYNOGLOSSIDAE, SOLEIDAE, SCOPTHTHALMIDAE AND CITHARIDAE)"
030484,SWORDFISH (XIPHIAS GLADIUS)
03048400,SWORDFISH (XIPHIAS GLADIUS)
030485,TOOTHFISH (DISSOSTICHUS SPP.)
03048500,TOOTHFISH (DISSOSTICHUS SPP.)
030486,"HERRINGS (CLUPEA HARENGUS, CLUPEA PALLASII)"
03048600,"HERRINGS (CLUPEA HARENGUS, CLUPEA PALLASII)"
030487,"TUNAS (OF THE GENUS THUNNUS), SKIPJACK TUNA (STRIPE-BELLIED BONITO) (KATSUWONUS PELAMIS)"
03048700,"TUNAS (OF THE GENUS THUNNUS), SKIPJACK TUNA (STRIPE-BELLIED BONITO) (KATSUWONUS PELAMIS)"
030488,"DOGFISH, OTHER SHARKS, RAYS AND SKATES (RAJIDAE)"
03048800,"DOGFISH, OTHER SHARKS, RAYS AND SKATES (RAJIDAE)"
030489,"OTHER – FISH FILLETS AND OTHER FISH MEAT (WHETHER OR NOT MINCED), FRESH, CHILLED OR FROZEN"
03048900,"OTHER – FISH FILLETS AND OTHER FISH MEAT (WHETHER OR NOT MINCED), FRESH, CHILLED OR FROZEN"
03049,"OTHER, FROZEN"
030491,SWORDFISH (XIPHIAS GLADIUS)
03049100,SWORDFISH ( XIPHIAS GLADIUS)
030492,TOOTHFISH (DISSOSTICHUS SPP.)
03049200,TOOTHFISH (DISSOSTICHUS SPP.)
030493,"TILAPIAS (OREOCHROMIS SPP.), CATFISH (PANGASIUS SPP., SILURUS SPP., CLARIAS SPP., ICTALURUS SPP.), CARP (CYPRINUS CARPIO, CARASSIUS CARASSIUS, CTENOPHARYNGODON IDELLUS, HYPOPHTHALMICHTHYS SPP., CIRRHINUS SPP., MYLOPHARYNGODON PICEUS), EELS (ANGUILLA SPP.), NILE PERCH (LATES NILOTICUS) AND SNAKEHEADS (CHANNA SPP.)"
03049300,"TILAPIAS (OREOCHROMIS SPP.), CATFISH (PANGASIUS SPP., SILURUS SPP.,CLARIAS SPP.,ICTALURUS SPP.)CARP (CYPRINUS SPP., CARASSIUS SPP., CTENOPHARYNGODON IDELLUS, HYPOPHTHALMICHTHYS SPP., CIRRHINUS SPP., MYLOPHARYNGODON PICEUS, CATLA CATLA, LABEO SPP., OSTEOCHILUS HASSELTI, LEPTOBARBUS"
030494,ALASKA POLLOCK (THERAGRA CHALCOGRAMMA)
03049400,ALASKA POLLOCK (THERAGRA CHALCOGRAMMA)
030495,"FISH OF THE FAMILIES BREGMACEROTIDAE, EUCLICHTHYIDAE, GADIDAE, MACROURIDAE, MELANONIDAE, MERLUCCIIDAE, MORIDAE AND MURAENOLEPIDIDAE (EXCLUDING ALASKA POLLOCK (THERAGRA CHALCOGRAMMA))"
03049500,"FISH OF THE FAMILIES BREGMACEROTIDAE, EUCLICHTHYIDAE, GADIDAE, MACROURIDAE, MELANONIDAE, MERLUCCIIDAE, MORIDAE AND MURAENOLEPIDIDAE, OTHER THAN ALASKA POLLOCK (THERAGRA CHALCOGRAMMA)"
030496,DOGFISH AND OTHER SHARKS
03049600,DOGFISH AND OTHER SHARKS
030497,RAYS AND SKATES (RAJIDAE):
03049700,RAYS AND SKATES (RAJIDAE)
030499,"OTHER – FISH FILLETS AND OTHER FISH MEAT (WHETHER OR NOT MINCED), FRESH, CHILLED OR FROZEN"
03049900,"OTHER – FISH FILLETS AND OTHER FISH MEAT (WHETHER OR NOT MINCED), FRESH, CHILLED OR FROZEN"
0305,"FISH, DRIED, SALTED OR IN BRINE; SMOKED FISH, WHETHER OR NOT COOKED BEFORE OR DURING THE SMOKING PROCESS"
030520,"LIVERS AND ROES OF FISH, DRIED, SMOKED, SALTED OR IN BRINE"
03052010,"OF FRESHWATER FISH – LIVERS AND ROES OF FISH, DRIED, SMOKED, SALTED OR IN BRINE"
03052090,"OF OTHER FISH – LIVERS AND ROES OF FISH, DRIED, SMOKED, SALTED OR IN BRINE"
03053,"FISH FILLETS, DRIED, SALTED OR IN BRINE, BUT NOT SMOKED"
